	Description	MMETSP_ID	S1	S2	S3	S4	S5	+N	-N	+P	-P	Control	Up_-N_v_+N	Dn_-N_v_+N	Up_-P_v_+P	Dn_-P_v_+P
Skcos5873	CAMNT_0000271179	MMETSP0013_2-20120614|8959 	67.4093907385	301.493687634	20.7539790891	49.4086680771	6.49041090467	17.4773868103	2.25255375237	8.60061075087	26.2782398982	6.00194045344	0	1	1	0
Skcos5870	CAMNT_0000271395	MMETSP0013_2-20120614|9067 	50.1317735181	171.796952337	37.5084934578	25.8933126821	12.3317807189	36.1684810379	13.193529121	14.2447615561	46.4167041193	9.13338764655	0	0	1	0
Skcos5867	CAMNT_0000271353	MMETSP0013_2-20120614|9046 	9.13912571121	26.1582681879	2.59424738613	4.75591457426	1.62260272617	7.28224450427	0.965380179586	0.806307257894	9.57805005636	0.782861798275	0	0	1	0
Skcos5866	CAMNT_0000271331	MMETSP0013_2-20120614|9035 	61.7724847342	120.294353491	114.687353195	19.023658297	37.9689037923	158.752930193	61.7843314935	34.6712120894	152.512027821	40.4478595776	0	1	1	0
Skcos5865	CAMNT_0000271195	MMETSP0013_2-20120614|8967 	31.3198505213	30.4244235147	110.14742027	91.6834642927	24.0145203473	45.6353988934	79.4829681193	67.4610405771	234.29383984	63.4118056603	0	0	1	0
Skcos5863	CAMNT_0000271183	MMETSP0013_2-20120614|8961 	2.46823103149	7.29737095371	1.40521733416	10.5686990539	1.78486299878	9.22417637208	0.965380179586	0.537538171929	5.4030025959	1.04381573103	0	1	1	0
Skcos5859	CAMNT_0000271389	MMETSP0013_2-20120614|9064 	4.06924575463	15.7735479846	3.56709015593	2.11373981078	0.811301363084	8.49595192165	0.321793393195	0.806307257894	3.68386540629	0.521907865517	0	1	0	0
Skcos5858	CAMNT_0000270963	MMETSP0013_2-20120614|8851 	2.2347497177	55.8810214186	3.13471559158	5.28434952696	0.324520545233	7.28224450427	2.89614053876	4.03153628947	14.4898705981	3.91430899138	0	0	1	0
Skcos5856	CAMNT_0000270671	MMETSP0013_2-20120614|8705 	17.2442627471	69.0162891353	4.97230749009	10.0402641012	2.75842463448	9.70965933903	4.50510750474	2.95645994561	13.5075064897	3.65335505862	0	0	1	0
Skcos5847	CAMNT_0000270801	MMETSP0013_2-20120614|8770 	0.500317100979	3.17154968373	0.432374564356	0.0	0.162260272617	0.970965933903	1.28717357278	0.0	3.19268335212	0.0	0	0	1	0
Skcos5844	CAMNT_0000270751	MMETSP0013_2-20120614|8745 	109.536090641	210.276550712	37.0761188935	53.6361476986	5.8413698142	82.5321043818	32.5011327127	17.2012215017	98.7275928887	26.6173011414	0	1	1	0
Skcos5843	CAMNT_0000270743	MMETSP0013_2-20120614|8741 	65.5081857548	50.2395923352	59.6676898811	18.4952233444	7.7884930856	24.0314068641	12.2281489414	10.7507634386	32.6636066025	13.0476966379	0	0	1	0
Skcos5842	CAMNT_0000270731	MMETSP0013_2-20120614|8735 	3.53557418025	16.6155523254	1.40521733416	1.05686990539	0.0	8.25321043818	0.643586786391	0.537538171929	13.9986885439	0.0	0	1	1	0
Skcos5836	CAMNT_0000269665	MMETSP0013_2-20120614|8202 	23.4815492726	52.7375385463	36.1032761237	32.2345321144	10.3846574475	17.4773868103	19.6293969849	20.6952196193	81.5362209926	19.5715449569	0	0	1	0
Skcos5835	CAMNT_0000269545	MMETSP0013_2-20120614|8142 	1.23411551575	44.9068981767	0.9728427698	5.28434952696	2.9206849071	6.31127857037	1.28717357278	1.07507634386	8.35009492093	0.782861798275	0	0	1	0
Skcos5831	CAMNT_0000270237	MMETSP0013_2-20120614|8488 	5.50348811076	151.729182215	7.7827421584	13.2108738174	9.08657526654	16.9919038433	2.89614053876	2.68769085965	8.59568594802	2.34858539483	0	1	0	0
Skcos5823	CAMNT_0000269113	MMETSP0013_2-20120614|7926 	4.53620838221	102.471928277	2.16187282178	2.90639223983	1.13582190832	5.82579560342	1.93076035917	0.537538171929	6.63095773133	0.260953932758	0	0	1	0
Skcos582	CAMNT_0000282489	MMETSP0013_2-20120614|14614 	272.8395924	259.393470593	26.3748484257	150.339744042	0.649041090467	6.55402005384	5.14869429113	1.88138360175	14.244279571	6.00194045344	0	0	1	0
Skcos5811	CAMNT_0000268223	MMETSP0013_2-20120614|7481 	1.20076104235	20.6291063499	4.75612020791	7.13387186139	0.649041090467	5.09757115299	0.965380179586	1.61261451579	8.59568594802	0.782861798275	0	0	1	0
Skcos5810	CAMNT_0000268221	MMETSP0013_2-20120614|7480 	62.4062197287	14.1176061143	107.445079242	31.9703146381	8.59979444869	127.439278825	69.185579537	50.2598190754	361.264400844	58.7146348706	0	0	1	0
Skcos5803	CAMNT_0000281213	MMETSP0013_2-20120614|13976 	2.90183918568	7.88677399228	0.9728427698	0.528434952696	0.48678081785	2.67015631823	0.0	0.268769085965	4.66622951464	0.0	0	0	1	0
Skcos5801	CAMNT_0000281665	MMETSP0013_2-20120614|14202 	0.333544733986	14.482474662	0.324280923267	1.58530485809	0.9735616357	0.970965933903	0.0	0.0	3.19268335212	0.0	0	0	1	0
Skcos5800	CAMNT_0000281661	MMETSP0013_2-20120614|14200 	2.93519365907	19.7309683864	1.83759189851	2.37795728713	0.324520545233	3.15563928518	1.28717357278	0.0	3.68386540629	0.782861798275	0	0	1	0
Skcos5797	CAMNT_0000281673	MMETSP0013_2-20120614|14206 	6.57083125952	38.5918656206	16.970701651	7.66230681409	1.13582190832	14.3217475251	5.79228107752	5.10661263333	29.2253322233	8.87243371379	0	0	1	0
Skcos5796	CAMNT_0000281607	MMETSP0013_2-20120614|14173 	1.86785051032	7.07283646283	5.08040113118	1.32108738174	4.38102736065	41.0233107074	0.965380179586	3.76276720351	40.2769284421	1.56572359655	0	1	1	0
Skcos5793	CAMNT_0000281285	MMETSP0013_2-20120614|14012 	2.4015220847	30.9015593078	0.9728427698	9.51182914852	0.9735616357	16.9919038433	3.53972732515	2.15015268772	9.57805005636	2.87049326034	0	1	0	0
Skcos5787	CAMNT_0000282161	MMETSP0013_2-20120614|14450 	3.13532049947	37.7779280911	1.29712369307	3.17060971617	3.08294517972	7.76772747122	0.321793393195	1.34384542982	6.38536670424	1.04381573103	0	1	0	0
Skcos5783	CAMNT_0000281165	MMETSP0013_2-20120614|13952 	64.2740702391	76.0329919754	23.9967883217	30.1207923037	8.43753417607	36.1684810379	4.82690089793	5.37538171929	36.8386540629	3.91430899138	0	1	1	0
Skcos5780	CAMNT_0000281147	MMETSP0013_2-20120614|13943 	16.1435651249	103.650734354	5.94515025989	10.8329165303	3.24520545233	16.0209379094	2.25255375237	2.15015268772	19.892873194	2.34858539483	0	1	1	0
Skcos5779	CAMNT_0000281141	MMETSP0013_2-20120614|13940 	18.1448335288	77.0995308071	18.3759189851	7.66230681409	4.21876708803	45.6353988934	16.0896696598	14.7822997281	43.9607938484	26.0953932758	0	1	1	0
Skcos5776	CAMNT_0000281571	MMETSP0013_2-20120614|14155 	1.83449603692	9.68304991935	0.108093641089	1.32108738174	0.48678081785	8.25321043818	0.965380179586	0.806307257894	10.0692321105	0.260953932758	0	0	1	0
Skcos5773	CAMNT_0000286603	MMETSP0013_2-20120614|16671 	16.1435651249	27.64580919	23.2401328341	3.69904466887	3.08294517972	13.1080401077	11.2627687618	8.86937983684	28.9797411962	15.6572359655	0	0	1	0
Skcos5760	CAMNT_0000286579	MMETSP0013_2-20120614|16659 	1.66772366993	60.1752435568	1.18903005198	7.39808933774	0.324520545233	9.95240082251	1.28717357278	0.0	10.8060051918	2.60953932758	0	1	1	0
Skcos5756	CAMNT_0000286923	MMETSP0013_2-20120614|16831 	24.2820566342	2.13307766339	5.51277569553	10.0402641012	1.9471232714	13.3507815912	0.643586786391	0.806307257894	7.36773081259	0.521907865517	0	1	1	0
Skcos5755	CAMNT_0000286921	MMETSP0013_2-20120614|16830 	9.03906229101	12.068728885	6.91799302969	1.84952233444	0.48678081785	0.242741483476	0.321793393195	0.0	3.19268335212	1.04381573103	0	0	1	0
Skcos575	CAMNT_0000282439	MMETSP0013_2-20120614|14589 	16.1769195983	65.7044053948	6.48561846533	12.6824388647	2.59616436187	9.70965933903	5.14869429113	3.22522903158	16.945780869	4.17526292413	0	1	1	0
Skcos5747	CAMNT_0000287059	MMETSP0013_2-20120614|16899 	3.96918233443	99.2161781591	10.8093641089	22.4584854896	3.56972599757	15.292713459	9.65380179586	6.18168897719	29.2253322233	6.00194045344	0	0	1	0
Skcos5745	CAMNT_0000286911	MMETSP0013_2-20120614|16825 	13.6753340934	174.351032171	17.078795292	15.3246136282	11.3582190832	36.8967054883	7.0794546503	8.06307257894	16.7001898419	10.1772033776	0	1	0	0
Skcos5742	CAMNT_0000286741	MMETSP0013_2-20120614|16740 	94.226387351	208.003138992	87.2315683587	104.365903157	24.6635614377	121.370741738	80.7701416921	70.6862696087	193.03454729	101.25012591	0	0	1	0
Skcos5740	CAMNT_0000286727	MMETSP0013_2-20120614|16733 	5.57019705756	46.3102387447	3.67518379702	2.90639223983	0.162260272617	4.85482966951	1.28717357278	0.268769085965	6.13977567716	1.56572359655	0	0	1	0
Skcos574	CAMNT_0000282435	MMETSP0013_2-20120614|14587 	10.1397599132	59.8945754432	3.8913710792	5.02013205061	0.649041090467	10.4378837895	2.57434714556	1.34384542982	12.0339603272	3.65335505862	0	1	1	0
Skcos5735	CAMNT_0000286311	MMETSP0013_2-20120614|16525 	0.867216308363	15.9700156641	1.08093641089	3.69904466887	0.9735616357	7.0395030208	0.321793393195	0.806307257894	4.42063848755	0.782861798275	0	1	0	0
Skcos5731	CAMNT_0000286197	MMETSP0013_2-20120614|16468 	12.5412819979	90.8803351851	28.6448148886	23.7795728713	5.67910954159	15.5354549424	19.6293969849	12.0946088684	39.5401553609	13.3086505707	0	0	1	0
Skcos5725	CAMNT_0000286167	MMETSP0013_2-20120614|16453 	1.76778709012	74.6577182188	0.9728427698	5.02013205061	1.13582190832	8.9814348886	5.79228107752	2.68769085965	16.945780869	4.17526292413	0	0	1	0
Skcos5712	CAMNT_0000286449	MMETSP0013_2-20120614|16594 	2.46823103149	29.3298178717	2.81043466831	5.81278447965	1.46034245355	9.46691785555	5.79228107752	3.76276720351	15.2266436793	5.74098652069	0	0	1	0
Skcos5705	CAMNT_0000286129	MMETSP0013_2-20120614|16434 	3.16867497286	9.40238180575	2.81043466831	1.84952233444	0.9735616357	3.88386373561	0.643586786391	1.34384542982	7.36773081259	2.34858539483	0	0	1	0
Skcos5700	CAMNT_0000286405	MMETSP0013_2-20120614|16572 	4.80304416939	9.85145078751	11.9983941609	0.264217476348	0.9735616357	3.39838076866	6.11407447071	8.33184166491	1.7191371896	7.82861798275	0	0	0	1
Skcos5698	CAMNT_0000286713	MMETSP0013_2-20120614|16726 	16.9440724865	73.0579099712	7.99892944058	8.71917671948	3.56972599757	10.195142306	4.18331411154	1.61261451579	12.2795513543	3.91430899138	0	0	1	0
Skcos5694	CAMNT_0000286687	MMETSP0013_2-20120614|16713 	10.1064054398	18.2434273843	23.9967883217	12.154003912	23.3654792568	17.9628697772	3.86152071835	7.25676532105	24.5591027086	3.65335505862	0	1	1	0
Skcos5687	CAMNT_0000283983	MMETSP0013_2-20120614|15361 	2.3014586645	6.42729980154	2.9185283094	1.84952233444	0.162260272617	1.94193186781	0.0	0.0	3.92945643338	1.30476966379	0	0	1	0
Skcos5686	CAMNT_0000283979	MMETSP0013_2-20120614|15359 	100.230192563	84.1723672699	95.4466850815	15.3246136282	17.5241094426	47.3345892778	29.604992174	24.1892177368	95.0437274824	29.2268404689	0	0	1	0
Skcos5680	CAMNT_0000285031	MMETSP0013_2-20120614|15885 	641.173042141	529.311995446	83.9887591261	392.627169853	3.73198627018	14.807230492	12.8717357278	9.94445618069	34.137152765	9.13338764655	0	0	1	0
Skcos568	CAMNT_0000282045	MMETSP0013_2-20120614|14392 	15.6432480239	31.0138265533	19.8892299604	8.71917671948	5.51684926897	25.487855765	4.18331411154	3.22522903158	39.2945643338	7.30671011724	0	1	1	0
Skcos5668	CAMNT_0000283827	MMETSP0013_2-20120614|15283 	10.6734314875	43.4754907973	10.4850831856	8.98339419583	1.46034245355	4.12660521909	0.643586786391	0.0	3.19268335212	0.260953932758	0	0	1	0
Skcos5666	CAMNT_0000284285	MMETSP0013_2-20120614|15512 	0.833861834964	19.309966216	0.324280923267	1.32108738174	0.0	1.21370741738	0.965380179586	0.268769085965	6.63095773133	0.782861798275	0	0	1	0
Skcos5657	CAMNT_0000283123	MMETSP0013_2-20120614|14931 	3.56892865365	18.9731644797	1.51331097524	0.264217476348	1.46034245355	4.12660521909	2.25255375237	0.0	5.4030025959	0.0	0	0	1	0
Skcos5654	CAMNT_0000280883	MMETSP0013_2-20120614|13811 	21.2134450815	30.2840894579	6.05324390098	5.54856700331	1.46034245355	8.73869340513	1.28717357278	1.07507634386	13.9986885439	2.08763146207	0	0	1	0
Skcos5652	CAMNT_0000280671	MMETSP0013_2-20120614|13705 	0.600380521174	13.4159358303	1.9456855396	1.58530485809	0.9735616357	17.2346453268	1.28717357278	0.537538171929	13.0163244356	0.782861798275	0	1	1	0
Skcos565	CAMNT_0000281817	MMETSP0013_2-20120614|14278 	12.4745730511	13.2756017735	22.2672900643	7.39808933774	3.56972599757	10.6806252729	7.4012480435	7.52553440701	29.4709232503	8.61147978103	0	1	1	0
Skcos5644	CAMNT_0000280399	MMETSP0013_2-20120614|13569 	0.0333544733986	70.6160973829	2.16187282178	0.528434952696	0.649041090467	9.70965933903	0.965380179586	1.34384542982	9.08686800219	0.260953932758	0	1	1	0
Skcos5643	CAMNT_0000280397	MMETSP0013_2-20120614|13568 	16.9440724865	17.4294898548	12.106487802	5.02013205061	2.75842463448	19.6620601615	6.75766125711	6.98799623508	26.5238309253	9.3943415793	0	0	1	0
Skcos5641	CAMNT_0000280989	MMETSP0013_2-20120614|13864 	131.616752031	597.402079807	161.383806146	227.227029659	14.7656848081	100.737715642	49.5561825521	54.0225862789	145.144297008	47.7545696948	0	0	1	0
Skcos564	CAMNT_0000281815	MMETSP0013_2-20120614|14277 	2.93519365907	19.8993692545	2.70234102722	2.90639223983	1.9471232714	2.67015631823	1.60896696598	0.0	3.19268335212	2.08763146207	0	1	1	0
Skcos5639	CAMNT_0000279755	MMETSP0013_2-20120614|13247 	4.602917329	38.1989302616	1.72949825742	2.11373981078	0.811301363084	5.82579560342	0.965380179586	1.07507634386	7.36773081259	1.30476966379	0	0	1	0
Skcos5636	CAMNT_0000279539	MMETSP0013_2-20120614|13139 	2.93519365907	20.8536408408	2.9185283094	2.90639223983	0.9735616357	8.0104689547	2.57434714556	0.537538171929	9.57805005636	4.43621685689	0	0	1	0
Skcos5635	CAMNT_0000279537	MMETSP0013_2-20120614|13138 	9.2391891314	16.587485514	40.8593963316	18.4952233444	25.1503422556	56.3160241664	61.1407447071	48.3784354736	14.9810526523	28.7049326034	0	0	0	1
Skcos5626	CAMNT_0000279943	MMETSP0013_2-20120614|13341 	0.93392525516	15.4367462482	0.216187282178	3.17060971617	0.324520545233	2.67015631823	0.0	0.0	3.68386540629	0.521907865517	0	0	1	0
Skcos5623	CAMNT_0000278713	MMETSP0013_2-20120614|12726 	47.6301880132	4.21002170407	21.5106345767	0.792652429044	2.59616436187	11.1661082399	1.28717357278	3.76276720351	4.91182054172	7.30671011724	0	1	0	0
Skcos5605	CAMNT_0000278987	MMETSP0013_2-20120614|12863 	242.753857395	41.2301458885	117.389694223	17.9667883917	15.9015067164	52.1894189473	30.5703723536	26.3393704245	71.4669888821	51.9298326189	0	0	1	0
Skcos5604	CAMNT_0000278369	MMETSP0013_2-20120614|12554 	9.20583465801	108.92729489	11.3498323143	15.5888311045	3.8942465428	5.09757115299	3.21793393195	3.22522903158	14.9810526523	2.34858539483	0	0	1	0
Skcos5601	CAMNT_0000278529	MMETSP0013_2-20120614|12634 	3.76905549404	15.7174143618	4.32374564356	3.69904466887	1.13582190832	4.36934670256	0.643586786391	0.537538171929	5.89418465007	1.30476966379	0	0	1	0
Skcos560	CAMNT_0000282319	MMETSP0013_2-20120614|14529 	2.50158550489	35.2519150687	3.67518379702	4.49169709791	1.62260272617	6.06853708689	1.93076035917	1.07507634386	9.57805005636	0.0	0	0	1	0
Skcos56	CAMNT_0000281559	MMETSP0013_2-20120614|14149 	5.13658890338	56.3300904004	2.05377918069	5.02013205061	2.27164381663	10.9233667564	2.89614053876	1.88138360175	9.82364108345	1.04381573103	0	1	1	1
Skcos5595	CAMNT_0000278171	MMETSP0013_2-20120614|12455 	80.5510532576	25.8214664516	52.1011350049	5.28434952696	3.24520545233	34.4692906536	10.9409753686	14.7822997281	30.9444694129	24.7906236121	0	1	0	0
Skcos5593	CAMNT_0000277375	MMETSP0013_2-20120614|12057 	72.3792072749	236.462885712	202.567483401	90.0981594346	41.7008900625	84.9595192165	59.5317777412	75.2553440701	326.144883971	86.8976596086	0	0	1	0
Skcos5587	CAMNT_0000277625	MMETSP0013_2-20120614|12182 	209.999764517	7.40963819915	601.216831736	226.962812183	36.0217805209	223.322164798	289.614053876	245.923713658	1121.36862968	321.495245158	0	0	1	0
Skcos5585	CAMNT_0000277451	MMETSP0013_2-20120614|12095 	6.53747678612	227.649906944	12.9712369307	22.9869204423	3.08294517972	35.6829980709	16.7332564462	7.25676532105	53.2932528777	13.5696045034	0	0	1	0
Skcos5584	CAMNT_0000277447	MMETSP0013_2-20120614|12093 	17.1775538003	72.5246405554	43.0212691534	25.8933126821	9.24883553915	22.8176994467	17.6986366258	12.6321470403	91.8510441303	20.0934528224	0	0	1	0
Skcos5581	CAMNT_0000276823	MMETSP0013_2-20120614|11781 	2.3348131379	12.9668668485	1.40521733416	1.84952233444	0.0	1.45644890085	0.0	0.0	3.43827437921	0.260953932758	0	0	1	0
Skcos5576	CAMNT_0000276653	MMETSP0013_2-20120614|11696 	11.7074201629	24.6426603745	3.35090287376	1.05686990539	0.811301363084	7.0395030208	2.25255375237	0.537538171929	6.13977567716	1.30476966379	0	0	1	0
Skcos5575	CAMNT_0000276649	MMETSP0013_2-20120614|11694 	17.0774903801	14.8192763983	7.02608667078	19.5520932497	1.29808218093	9.46691785555	0.965380179586	3.22522903158	9.82364108345	1.30476966379	0	1	0	0
Skcos5574	CAMNT_0000276647	MMETSP0013_2-20120614|11693 	3.06861155267	107.748488813	8.32321036385	15.3246136282	2.59616436187	18.6910942276	5.47048768432	5.10661263333	32.1724245483	5.48003258793	0	0	1	0
Skcos5572	CAMNT_0000276543	MMETSP0013_2-20120614|11641 	3.23538391966	38.1427966388	4.64802656682	3.96326214522	1.62260272617	10.195142306	1.93076035917	1.34384542982	13.7530975168	1.82667752931	0	0	1	0
Skcos557	CAMNT_0000281975	MMETSP0013_2-20120614|14357 	2.86848471228	2.94701519285	1.83759189851	0.792652429044	0.324520545233	2.42741483476	0.0	0.537538171929	9.82364108345	1.04381573103	0	1	1	0
Skcos5569	CAMNT_0000276929	MMETSP0013_2-20120614|11834 	13.2750804126	98.6829087433	11.9983941609	13.4750912937	3.73198627018	10.195142306	3.86152071835	2.15015268772	38.5577912525	7.30671011724	0	0	1	0
Skcos5566	CAMNT_0000276145	MMETSP0013_2-20120614|11442 	88.7562537136	5.55722864937	41.399864537	1.32108738174	1.62260272617	39.3241203231	11.2627687618	16.9324524158	20.6296462752	19.0496370914	0	1	0	0
Skcos5565	CAMNT_0000275989	MMETSP0013_2-20120614|11364 	233.748149577	7.63417269004	40.2108344851	4.49169709791	14.2789039903	120.642517287	48.2690089793	49.1847427315	117.392510947	73.5890090379	0	1	1	0
Skcos5562	CAMNT_0000275983	MMETSP0013_2-20120614|11361 	11.6073567427	71.486168535	9.18795949256	7.39808933774	2.9206849071	4.85482966951	3.86152071835	1.34384542982	7.85891286676	0.782861798275	0	0	1	0
Skcos556	CAMNT_0000281971	MMETSP0013_2-20120614|14355 	0.667089467971	9.26204774894	0.9728427698	0.0	0.324520545233	6.31127857037	0.965380179586	0.537538171929	7.61332183967	0.782861798275	0	1	1	0
Skcos5558	CAMNT_0000276487	MMETSP0013_2-20120614|11613 	12.8414722585	57.5369632889	10.91745775	34.3482719252	3.40746572495	27.4297876328	17.3768432326	13.1696852123	46.1711130922	21.1372685534	0	0	1	0
Skcos5556	CAMNT_0000276479	MMETSP0013_2-20120614|11609 	301.457730576	348.814331587	30.4824067871	162.493747954	0.9735616357	6.79676153732	5.14869429113	3.22522903158	13.0163244356	2.87049326034	0	0	1	0
Skcos5555	CAMNT_0000276471	MMETSP0013_2-20120614|11605 	0.667089467971	10.9460564306	3.35090287376	0.792652429044	0.48678081785	2.18467335128	0.0	0.0	4.42063848755	2.60953932758	0	0	1	0
Skcos5543	CAMNT_0000276269	MMETSP0013_2-20120614|11504 	60.6050781652	60.9330474635	15.5654843168	5.54856700331	3.08294517972	11.1661082399	2.89614053876	2.41892177368	10.8060051918	2.60953932758	0	0	1	0
Skcos554	CAMNT_0000282277	MMETSP0013_2-20120614|14508 	8.53874519003	51.8674673941	1.29712369307	5.28434952696	1.78486299878	5.82579560342	1.60896696598	0.0	5.15741156881	0.260953932758	0	0	1	0
Skcos5538	CAMNT_0000275653	MMETSP0013_2-20120614|11196 	0.200126840391	0.67360347265	0.648561846533	0.0	0.0	1.94193186781	0.643586786391	0.0	3.19268335212	1.30476966379	0	0	1	0
Skcos5533	CAMNT_0000275093	MMETSP0013_2-20120614|10916 	4.00253680783	35.1396478233	10.2688959034	10.8329165303	3.8942465428	10.6806252729	10.9409753686	3.49399811754	17.4369629231	5.48003258793	0	0	1	0
Skcos5530	CAMNT_0000275677	MMETSP0013_2-20120614|11208 	5.90374179155	45.2998335357	5.94515025989	8.98339419583	3.24520545233	18.6910942276	7.72304143669	6.71922714912	29.2253322233	6.78480225172	0	0	1	0
Skcos5529	CAMNT_0000275675	MMETSP0013_2-20120614|11207 	131.483334137	19.1134985365	51.9930413638	20.0805282024	12.0072601736	26.7015631823	2.89614053876	8.86937983684	24.3135116815	11.7429269741	0	1	0	0
Skcos5525	CAMNT_0000275495	MMETSP0013_2-20120614|11117 	10.3398867536	44.0929606472	6.91799302969	10.5686990539	3.08294517972	6.79676153732	1.28717357278	1.61261451579	13.9986885439	1.82667752931	0	0	1	0
Skcos5521	CAMNT_0000275051	MMETSP0013_2-20120614|10895 	6.9710849403	134.945229021	2.9185283094	10.0402641012	3.8942465428	12.1370741738	2.25255375237	0.806307257894	27.5061950337	4.17526292413	0	1	1	0
Skcos5517	CAMNT_0000274725	MMETSP0013_2-20120614|10732 	7.17121178069	35.3361155028	4.864213849	8.45495924313	4.05650681542	21.6039920293	2.89614053876	1.61261451579	15.2266436793	2.60953932758	0	1	1	0
