MMETSP_ID	gID	Description
MMETSP0013_2-20120614|7209 	Skcos3065	CAMNT_0000267679
MMETSP0013_2-20120614|7211 	Skcos3066	CAMNT_0000267683
MMETSP0013_2-20120614|7261 	Skcos3067	CAMNT_0000267783
MMETSP0013_2-20120614|7262 	Skcos3068	CAMNT_0000267785
MMETSP0013_2-20120614|7263 	Skcos3069	CAMNT_0000267787
MMETSP0013_2-20120614|7503 	Skcos3070	CAMNT_0000268267
MMETSP0013_2-20120614|7986 	Skcos3071	CAMNT_0000269233
MMETSP0013_2-20120614|7987 	Skcos3072	CAMNT_0000269235
MMETSP0013_2-20120614|7988 	Skcos3073	CAMNT_0000269237
MMETSP0013_2-20120614|7989 	Skcos3074	CAMNT_0000269239
MMETSP0013_2-20120614|7991 	Skcos3075	CAMNT_0000269243
MMETSP0013_2-20120614|7998 	Skcos3076	CAMNT_0000269257
MMETSP0013_2-20120614|7593 	Skcos3077	CAMNT_0000268447
MMETSP0013_2-20120614|7594 	Skcos3078	CAMNT_0000268449
MMETSP0013_2-20120614|7541 	Skcos3079	CAMNT_0000268343
MMETSP0013_2-20120614|7543 	Skcos3080	CAMNT_0000268347
MMETSP0013_2-20120614|7650 	Skcos3081	CAMNT_0000268561
MMETSP0013_2-20120614|7652 	Skcos3082	CAMNT_0000268565
MMETSP0013_2-20120614|7654 	Skcos3083	CAMNT_0000268569
MMETSP0013_2-20120614|7458 	Skcos3084	CAMNT_0000268177
MMETSP0013_2-20120614|7460 	Skcos3085	CAMNT_0000268181
MMETSP0013_2-20120614|7927 	Skcos3086	CAMNT_0000269115
MMETSP0013_2-20120614|7929 	Skcos3087	CAMNT_0000269119
MMETSP0013_2-20120614|7920 	Skcos3088	CAMNT_0000269101
MMETSP0013_2-20120614|8022 	Skcos3089	CAMNT_0000269305
MMETSP0013_2-20120614|8024 	Skcos3090	CAMNT_0000269309
MMETSP0013_2-20120614|8000 	Skcos3091	CAMNT_0000269261
MMETSP0013_2-20120614|8002 	Skcos3092	CAMNT_0000269265
MMETSP0013_2-20120614|8003 	Skcos3093	CAMNT_0000269267
MMETSP0013_2-20120614|8009 	Skcos3094	CAMNT_0000269279
MMETSP0013_2-20120614|8014 	Skcos3095	CAMNT_0000269289
MMETSP0013_2-20120614|8348 	Skcos3096	CAMNT_0000269957
MMETSP0013_2-20120614|8354 	Skcos3097	CAMNT_0000269969
MMETSP0013_2-20120614|8356 	Skcos3098	CAMNT_0000269973
MMETSP0013_2-20120614|7764 	Skcos3099	CAMNT_0000268789
MMETSP0013_2-20120614|7766 	Skcos3100	CAMNT_0000268793
MMETSP0013_2-20120614|7771 	Skcos3101	CAMNT_0000268803
MMETSP0013_2-20120614|8275 	Skcos3102	CAMNT_0000269811
MMETSP0013_2-20120614|8277 	Skcos3103	CAMNT_0000269815
MMETSP0013_2-20120614|8358 	Skcos3104	CAMNT_0000269977
MMETSP0013_2-20120614|8120 	Skcos3105	CAMNT_0000269501
MMETSP0013_2-20120614|8233 	Skcos3106	CAMNT_0000269727
MMETSP0013_2-20120614|8234 	Skcos3107	CAMNT_0000269729
MMETSP0013_2-20120614|8235 	Skcos3108	CAMNT_0000269731
MMETSP0013_2-20120614|8236 	Skcos3109	CAMNT_0000269733
MMETSP0013_2-20120614|8092 	Skcos3110	CAMNT_0000269445
MMETSP0013_2-20120614|8621 	Skcos3111	CAMNT_0000270503
MMETSP0013_2-20120614|8624 	Skcos3112	CAMNT_0000270509
MMETSP0013_2-20120614|8625 	Skcos3113	CAMNT_0000270511
MMETSP0013_2-20120614|8627 	Skcos3114	CAMNT_0000270515
MMETSP0013_2-20120614|8952 	Skcos3115	CAMNT_0000271165
MMETSP0013_2-20120614|8954 	Skcos3116	CAMNT_0000271169
MMETSP0013_2-20120614|8962 	Skcos3117	CAMNT_0000271185
MMETSP0013_2-20120614|8757 	Skcos3118	CAMNT_0000270775
MMETSP0013_2-20120614|8827 	Skcos3119	CAMNT_0000270915
MMETSP0013_2-20120614|8828 	Skcos3120	CAMNT_0000270917
MMETSP0013_2-20120614|8830 	Skcos3121	CAMNT_0000270921
MMETSP0013_2-20120614|8831 	Skcos3122	CAMNT_0000270923
MMETSP0013_2-20120614|8902 	Skcos3123	CAMNT_0000271065
MMETSP0013_2-20120614|8903 	Skcos3124	CAMNT_0000271067
MMETSP0013_2-20120614|8904 	Skcos3125	CAMNT_0000271069
MMETSP0013_2-20120614|8905 	Skcos3126	CAMNT_0000271071
MMETSP0013_2-20120614|8731 	Skcos3127	CAMNT_0000270723
MMETSP0013_2-20120614|8732 	Skcos3128	CAMNT_0000270725
MMETSP0013_2-20120614|8733 	Skcos3129	CAMNT_0000270727
MMETSP0013_2-20120614|8734 	Skcos3130	CAMNT_0000270729
MMETSP0013_2-20120614|8793 	Skcos3131	CAMNT_0000270847
MMETSP0013_2-20120614|8794 	Skcos3132	CAMNT_0000270849
MMETSP0013_2-20120614|8795 	Skcos3133	CAMNT_0000270851
MMETSP0013_2-20120614|8882 	Skcos3134	CAMNT_0000271025
MMETSP0013_2-20120614|9170 	Skcos3135	CAMNT_0000271601
MMETSP0013_2-20120614|9019 	Skcos3136	CAMNT_0000271299
MMETSP0013_2-20120614|9020 	Skcos3137	CAMNT_0000271301
MMETSP0013_2-20120614|9022 	Skcos3138	CAMNT_0000271305
MMETSP0013_2-20120614|9098 	Skcos3139	CAMNT_0000271457
MMETSP0013_2-20120614|9099 	Skcos3140	CAMNT_0000271459
MMETSP0013_2-20120614|9277 	Skcos3141	CAMNT_0000271815
MMETSP0013_2-20120614|9287 	Skcos3142	CAMNT_0000271835
MMETSP0013_2-20120614|9292 	Skcos3143	CAMNT_0000271845
MMETSP0013_2-20120614|9307 	Skcos3144	CAMNT_0000271875
MMETSP0013_2-20120614|9310 	Skcos3145	CAMNT_0000271881
MMETSP0013_2-20120614|9317 	Skcos3146	CAMNT_0000271895
MMETSP0013_2-20120614|9318 	Skcos3147	CAMNT_0000271897
MMETSP0013_2-20120614|9048 	Skcos3148	CAMNT_0000271357
MMETSP0013_2-20120614|9223 	Skcos3149	CAMNT_0000271707
MMETSP0013_2-20120614|9224 	Skcos3150	CAMNT_0000271709
MMETSP0013_2-20120614|9225 	Skcos3151	CAMNT_0000271711
MMETSP0013_2-20120614|9305 	Skcos3152	CAMNT_0000271871
MMETSP0013_2-20120614|9303 	Skcos3153	CAMNT_0000271867
MMETSP0013_2-20120614|9306 	Skcos3154	CAMNT_0000271873
MMETSP0013_2-20120614|9391 	Skcos3155	CAMNT_0000272043
MMETSP0013_2-20120614|9275 	Skcos3156	CAMNT_0000271811
MMETSP0013_2-20120614|9276 	Skcos3157	CAMNT_0000271813
MMETSP0013_2-20120614|9278 	Skcos3158	CAMNT_0000271817
MMETSP0013_2-20120614|9352 	Skcos3159	CAMNT_0000271965
MMETSP0013_2-20120614|9351 	Skcos3160	CAMNT_0000271963
MMETSP0013_2-20120614|9847 	Skcos3161	CAMNT_0000272955
MMETSP0013_2-20120614|9851 	Skcos3162	CAMNT_0000272963
MMETSP0013_2-20120614|9854 	Skcos3163	CAMNT_0000272969
MMETSP0013_2-20120614|9868 	Skcos3164	CAMNT_0000272997
MMETSP0013_2-20120614|9869 	Skcos3165	CAMNT_0000272999
MMETSP0013_2-20120614|9876 	Skcos3166	CAMNT_0000273013
MMETSP0013_2-20120614|9879 	Skcos3167	CAMNT_0000273019
MMETSP0013_2-20120614|9893 	Skcos3168	CAMNT_0000273047
MMETSP0013_2-20120614|9609 	Skcos3169	CAMNT_0000272479
MMETSP0013_2-20120614|9693 	Skcos3170	CAMNT_0000272647
MMETSP0013_2-20120614|9694 	Skcos3171	CAMNT_0000272649
MMETSP0013_2-20120614|9696 	Skcos3172	CAMNT_0000272653
MMETSP0013_2-20120614|9697 	Skcos3173	CAMNT_0000272655
MMETSP0013_2-20120614|9699 	Skcos3174	CAMNT_0000272659
MMETSP0013_2-20120614|9483 	Skcos3175	CAMNT_0000272227
MMETSP0013_2-20120614|9484 	Skcos3176	CAMNT_0000272229
MMETSP0013_2-20120614|10327 	Skcos3177	CAMNT_0000273915
MMETSP0013_2-20120614|10328 	Skcos3178	CAMNT_0000273917
MMETSP0013_2-20120614|10339 	Skcos3179	CAMNT_0000273939
MMETSP0013_2-20120614|10347 	Skcos3180	CAMNT_0000273955
MMETSP0013_2-20120614|10349 	Skcos3181	CAMNT_0000273959
MMETSP0013_2-20120614|10352 	Skcos3182	CAMNT_0000273965
MMETSP0013_2-20120614|10353 	Skcos3183	CAMNT_0000273967
MMETSP0013_2-20120614|10364 	Skcos3184	CAMNT_0000273989
MMETSP0013_2-20120614|10366 	Skcos3185	CAMNT_0000273993
MMETSP0013_2-20120614|10369 	Skcos3186	CAMNT_0000273999
MMETSP0013_2-20120614|9833 	Skcos3187	CAMNT_0000272927
MMETSP0013_2-20120614|9834 	Skcos3188	CAMNT_0000272929
MMETSP0013_2-20120614|9905 	Skcos3189	CAMNT_0000273071
MMETSP0013_2-20120614|9903 	Skcos3190	CAMNT_0000273067
MMETSP0013_2-20120614|9987 	Skcos3191	CAMNT_0000273235
MMETSP0013_2-20120614|10202 	Skcos3192	CAMNT_0000273665
MMETSP0013_2-20120614|10203 	Skcos3193	CAMNT_0000273667
MMETSP0013_2-20120614|10267 	Skcos3194	CAMNT_0000273795
MMETSP0013_2-20120614|10268 	Skcos3195	CAMNT_0000273797
MMETSP0013_2-20120614|10263 	Skcos3196	CAMNT_0000273787
MMETSP0013_2-20120614|10266 	Skcos3197	CAMNT_0000273793
MMETSP0013_2-20120614|10062 	Skcos3198	CAMNT_0000273385
MMETSP0013_2-20120614|10064 	Skcos3199	CAMNT_0000273389
MMETSP0013_2-20120614|10065 	Skcos3200	CAMNT_0000273391
MMETSP0013_2-20120614|10108 	Skcos3201	CAMNT_0000273477
MMETSP0013_2-20120614|10171 	Skcos3202	CAMNT_0000273603
MMETSP0013_2-20120614|10176 	Skcos3203	CAMNT_0000273613
MMETSP0013_2-20120614|10238 	Skcos3204	CAMNT_0000273737
MMETSP0013_2-20120614|10031 	Skcos3205	CAMNT_0000273323
MMETSP0013_2-20120614|10032 	Skcos3206	CAMNT_0000273325
MMETSP0013_2-20120614|10567 	Skcos3207	CAMNT_0000274395
MMETSP0013_2-20120614|10568 	Skcos3208	CAMNT_0000274397
MMETSP0013_2-20120614|10566 	Skcos3209	CAMNT_0000274393
MMETSP0013_2-20120614|10354 	Skcos3210	CAMNT_0000273969
MMETSP0013_2-20120614|10355 	Skcos3211	CAMNT_0000273971
MMETSP0013_2-20120614|10424 	Skcos3212	CAMNT_0000274109
MMETSP0013_2-20120614|10467 	Skcos3213	CAMNT_0000274195
MMETSP0013_2-20120614|10469 	Skcos3214	CAMNT_0000274199
MMETSP0013_2-20120614|10470 	Skcos3215	CAMNT_0000274201
MMETSP0013_2-20120614|10471 	Skcos3216	CAMNT_0000274203
MMETSP0013_2-20120614|10472 	Skcos3217	CAMNT_0000274205
MMETSP0013_2-20120614|10521 	Skcos3218	CAMNT_0000274303
MMETSP0013_2-20120614|10312 	Skcos3219	CAMNT_0000273885
MMETSP0013_2-20120614|10707 	Skcos3220	CAMNT_0000274675
MMETSP0013_2-20120614|10709 	Skcos3221	CAMNT_0000274679
MMETSP0013_2-20120614|10810 	Skcos3222	CAMNT_0000274881
MMETSP0013_2-20120614|10811 	Skcos3223	CAMNT_0000274883
MMETSP0013_2-20120614|10814 	Skcos3224	CAMNT_0000274889
MMETSP0013_2-20120614|10894 	Skcos3225	CAMNT_0000275049
MMETSP0013_2-20120614|10893 	Skcos3226	CAMNT_0000275047
MMETSP0013_2-20120614|10640 	Skcos3227	CAMNT_0000274541
MMETSP0013_2-20120614|10641 	Skcos3228	CAMNT_0000274543
MMETSP0013_2-20120614|10676 	Skcos3229	CAMNT_0000274613
MMETSP0013_2-20120614|10763 	Skcos3230	CAMNT_0000274787
MMETSP0013_2-20120614|10765 	Skcos3231	CAMNT_0000274791
MMETSP0013_2-20120614|10863 	Skcos3232	CAMNT_0000274987
MMETSP0013_2-20120614|10864 	Skcos3233	CAMNT_0000274989
MMETSP0013_2-20120614|10865 	Skcos3234	CAMNT_0000274991
MMETSP0013_2-20120614|11231 	Skcos3235	CAMNT_0000275723
MMETSP0013_2-20120614|11234 	Skcos3236	CAMNT_0000275729
MMETSP0013_2-20120614|11034 	Skcos3237	CAMNT_0000275329
MMETSP0013_2-20120614|11035 	Skcos3238	CAMNT_0000275331
MMETSP0013_2-20120614|11041 	Skcos3239	CAMNT_0000275343
MMETSP0013_2-20120614|11052 	Skcos3240	CAMNT_0000275365
MMETSP0013_2-20120614|11057 	Skcos3241	CAMNT_0000275375
MMETSP0013_2-20120614|11067 	Skcos3242	CAMNT_0000275395
MMETSP0013_2-20120614|11069 	Skcos3243	CAMNT_0000275399
MMETSP0013_2-20120614|11073 	Skcos3244	CAMNT_0000275407
MMETSP0013_2-20120614|11079 	Skcos3245	CAMNT_0000275419
MMETSP0013_2-20120614|11081 	Skcos3246	CAMNT_0000275423
MMETSP0013_2-20120614|11082 	Skcos3247	CAMNT_0000275425
MMETSP0013_2-20120614|11179 	Skcos3248	CAMNT_0000275619
MMETSP0013_2-20120614|11181 	Skcos3249	CAMNT_0000275623
MMETSP0013_2-20120614|11184 	Skcos3250	CAMNT_0000275629
MMETSP0013_2-20120614|11317 	Skcos3251	CAMNT_0000275895
MMETSP0013_2-20120614|11397 	Skcos3252	CAMNT_0000276055
MMETSP0013_2-20120614|11398 	Skcos3253	CAMNT_0000276057
MMETSP0013_2-20120614|11400 	Skcos3254	CAMNT_0000276061
MMETSP0013_2-20120614|11401 	Skcos3255	CAMNT_0000276063
MMETSP0013_2-20120614|11402 	Skcos3256	CAMNT_0000276065
MMETSP0013_2-20120614|11407 	Skcos3257	CAMNT_0000276075
MMETSP0013_2-20120614|11491 	Skcos3258	CAMNT_0000276243
MMETSP0013_2-20120614|11492 	Skcos3259	CAMNT_0000276245
MMETSP0013_2-20120614|11428 	Skcos3260	CAMNT_0000276117
MMETSP0013_2-20120614|11429 	Skcos3261	CAMNT_0000276119
MMETSP0013_2-20120614|11427 	Skcos3262	CAMNT_0000276115
MMETSP0013_2-20120614|11430 	Skcos3263	CAMNT_0000276121
MMETSP0013_2-20120614|11433 	Skcos3264	CAMNT_0000276127
MMETSP0013_2-20120614|11846 	Skcos3265	CAMNT_0000276953
MMETSP0013_2-20120614|11833 	Skcos3266	CAMNT_0000276927
MMETSP0013_2-20120614|11835 	Skcos3267	CAMNT_0000276931
MMETSP0013_2-20120614|11842 	Skcos3268	CAMNT_0000276945
MMETSP0013_2-20120614|11848 	Skcos3269	CAMNT_0000276957
MMETSP0013_2-20120614|11852 	Skcos3270	CAMNT_0000276965
MMETSP0013_2-20120614|11860 	Skcos3271	CAMNT_0000276981
MMETSP0013_2-20120614|11811 	Skcos3272	CAMNT_0000276883
MMETSP0013_2-20120614|11815 	Skcos3273	CAMNT_0000276891
MMETSP0013_2-20120614|11816 	Skcos3274	CAMNT_0000276893
MMETSP0013_2-20120614|11817 	Skcos3275	CAMNT_0000276895
MMETSP0013_2-20120614|11819 	Skcos3276	CAMNT_0000276899
MMETSP0013_2-20120614|11926 	Skcos3277	CAMNT_0000277113
MMETSP0013_2-20120614|11928 	Skcos3278	CAMNT_0000277117
MMETSP0013_2-20120614|11929 	Skcos3279	CAMNT_0000277119
MMETSP0013_2-20120614|11764 	Skcos3280	CAMNT_0000276789
MMETSP0013_2-20120614|11871 	Skcos3281	CAMNT_0000277003
MMETSP0013_2-20120614|11873 	Skcos3282	CAMNT_0000277007
MMETSP0013_2-20120614|11874 	Skcos3283	CAMNT_0000277009
MMETSP0013_2-20120614|11877 	Skcos3284	CAMNT_0000277015
MMETSP0013_2-20120614|12365 	Skcos3285	CAMNT_0000277991
MMETSP0013_2-20120614|12371 	Skcos3286	CAMNT_0000278003
MMETSP0013_2-20120614|12374 	Skcos3287	CAMNT_0000278009
MMETSP0013_2-20120614|12034 	Skcos3288	CAMNT_0000277329
MMETSP0013_2-20120614|12036 	Skcos3289	CAMNT_0000277333
MMETSP0013_2-20120614|12038 	Skcos3290	CAMNT_0000277337
MMETSP0013_2-20120614|12120 	Skcos3291	CAMNT_0000277501
MMETSP0013_2-20120614|12217 	Skcos3292	CAMNT_0000277695
MMETSP0013_2-20120614|12218 	Skcos3293	CAMNT_0000277697
MMETSP0013_2-20120614|12990 	Skcos3294	CAMNT_0000279241
MMETSP0013_2-20120614|12606 	Skcos3295	CAMNT_0000278473
MMETSP0013_2-20120614|12604 	Skcos3296	CAMNT_0000278469
MMETSP0013_2-20120614|12609 	Skcos3297	CAMNT_0000278479
MMETSP0013_2-20120614|12610 	Skcos3298	CAMNT_0000278481
MMETSP0013_2-20120614|12340 	Skcos3299	CAMNT_0000277941
MMETSP0013_2-20120614|12339 	Skcos3300	CAMNT_0000277939
MMETSP0013_2-20120614|12344 	Skcos3301	CAMNT_0000277949
MMETSP0013_2-20120614|12675 	Skcos3302	CAMNT_0000278611
MMETSP0013_2-20120614|12679 	Skcos3303	CAMNT_0000278619
MMETSP0013_2-20120614|12682 	Skcos3304	CAMNT_0000278625
MMETSP0013_2-20120614|12396 	Skcos3305	CAMNT_0000278053
MMETSP0013_2-20120614|12398 	Skcos3306	CAMNT_0000278057
MMETSP0013_2-20120614|12399 	Skcos3307	CAMNT_0000278059
MMETSP0013_2-20120614|12400 	Skcos3308	CAMNT_0000278061
MMETSP0013_2-20120614|12489 	Skcos3309	CAMNT_0000278239
MMETSP0013_2-20120614|12490 	Skcos3310	CAMNT_0000278241
MMETSP0013_2-20120614|12431 	Skcos3311	CAMNT_0000278123
MMETSP0013_2-20120614|12433 	Skcos3312	CAMNT_0000278127
MMETSP0013_2-20120614|12435 	Skcos3313	CAMNT_0000278131
MMETSP0013_2-20120614|12437 	Skcos3314	CAMNT_0000278135
MMETSP0013_2-20120614|12781 	Skcos3315	CAMNT_0000278823
MMETSP0013_2-20120614|12793 	Skcos3316	CAMNT_0000278847
MMETSP0013_2-20120614|12794 	Skcos3317	CAMNT_0000278849
MMETSP0013_2-20120614|12803 	Skcos3318	CAMNT_0000278867
MMETSP0013_2-20120614|12806 	Skcos3319	CAMNT_0000278873
MMETSP0013_2-20120614|13174 	Skcos3320	CAMNT_0000279609
MMETSP0013_2-20120614|13093 	Skcos3321	CAMNT_0000279447
MMETSP0013_2-20120614|12711 	Skcos3322	CAMNT_0000278683
MMETSP0013_2-20120614|12712 	Skcos3323	CAMNT_0000278685
MMETSP0013_2-20120614|12842 	Skcos3324	CAMNT_0000278945
MMETSP0013_2-20120614|12845 	Skcos3325	CAMNT_0000278951
MMETSP0013_2-20120614|12846 	Skcos3326	CAMNT_0000278953
MMETSP0013_2-20120614|13279 	Skcos3327	CAMNT_0000279819
MMETSP0013_2-20120614|13280 	Skcos3328	CAMNT_0000279821
MMETSP0013_2-20120614|13379 	Skcos3329	CAMNT_0000280019
MMETSP0013_2-20120614|13380 	Skcos3330	CAMNT_0000280021
MMETSP0013_2-20120614|13381 	Skcos3331	CAMNT_0000280023
MMETSP0013_2-20120614|13383 	Skcos3332	CAMNT_0000280027
MMETSP0013_2-20120614|13222 	Skcos3333	CAMNT_0000279705
MMETSP0013_2-20120614|13224 	Skcos3334	CAMNT_0000279709
MMETSP0013_2-20120614|13226 	Skcos3335	CAMNT_0000279713
MMETSP0013_2-20120614|13320 	Skcos3336	CAMNT_0000279901
MMETSP0013_2-20120614|13430 	Skcos3337	CAMNT_0000280121
MMETSP0013_2-20120614|13427 	Skcos3338	CAMNT_0000280115
MMETSP0013_2-20120614|13551 	Skcos3339	CAMNT_0000280363
MMETSP0013_2-20120614|13552 	Skcos3340	CAMNT_0000280365
MMETSP0013_2-20120614|13553 	Skcos3341	CAMNT_0000280367
MMETSP0013_2-20120614|13556 	Skcos3342	CAMNT_0000280373
MMETSP0013_2-20120614|13557 	Skcos3343	CAMNT_0000280375
MMETSP0013_2-20120614|13634 	Skcos3344	CAMNT_0000280529
MMETSP0013_2-20120614|13635 	Skcos3345	CAMNT_0000280531
MMETSP0013_2-20120614|13743 	Skcos3346	CAMNT_0000280747
MMETSP0013_2-20120614|13909 	Skcos3347	CAMNT_0000281079
MMETSP0013_2-20120614|13913 	Skcos3348	CAMNT_0000281087
MMETSP0013_2-20120614|13917 	Skcos3349	CAMNT_0000281095
MMETSP0013_2-20120614|13923 	Skcos3350	CAMNT_0000281107
MMETSP0013_2-20120614|13926 	Skcos3351	CAMNT_0000281113
MMETSP0013_2-20120614|13933 	Skcos3352	CAMNT_0000281127
MMETSP0013_2-20120614|13938 	Skcos3353	CAMNT_0000281137
MMETSP0013_2-20120614|14329 	Skcos3354	CAMNT_0000281919
MMETSP0013_2-20120614|14426 	Skcos3355	CAMNT_0000282113
MMETSP0013_2-20120614|14429 	Skcos3356	CAMNT_0000282119
MMETSP0013_2-20120614|14721 	Skcos3357	CAMNT_0000282703
MMETSP0013_2-20120614|14787 	Skcos3358	CAMNT_0000282835
MMETSP0013_2-20120614|14788 	Skcos3359	CAMNT_0000282837
MMETSP0013_2-20120614|14868 	Skcos3360	CAMNT_0000282997
MMETSP0013_2-20120614|14871 	Skcos3361	CAMNT_0000283003
MMETSP0013_2-20120614|14872 	Skcos3362	CAMNT_0000283005
MMETSP0013_2-20120614|14874 	Skcos3363	CAMNT_0000283009
MMETSP0013_2-20120614|14891 	Skcos3364	CAMNT_0000283043
MMETSP0013_2-20120614|14921 	Skcos3365	CAMNT_0000283103
MMETSP0013_2-20120614|14624 	Skcos3366	CAMNT_0000282509
MMETSP0013_2-20120614|14626 	Skcos3367	CAMNT_0000282513
MMETSP0013_2-20120614|14627 	Skcos3368	CAMNT_0000282515
MMETSP0013_2-20120614|14839 	Skcos3369	CAMNT_0000282939
MMETSP0013_2-20120614|14564 	Skcos3370	CAMNT_0000282389
MMETSP0013_2-20120614|14565 	Skcos3371	CAMNT_0000282391
MMETSP0013_2-20120614|14566 	Skcos3372	CAMNT_0000282393
MMETSP0013_2-20120614|14568 	Skcos3373	CAMNT_0000282397
MMETSP0013_2-20120614|14569 	Skcos3374	CAMNT_0000282399
MMETSP0013_2-20120614|14662 	Skcos3375	CAMNT_0000282585
MMETSP0013_2-20120614|14664 	Skcos3376	CAMNT_0000282589
MMETSP0013_2-20120614|15211 	Skcos3377	CAMNT_0000283683
MMETSP0013_2-20120614|14985 	Skcos3378	CAMNT_0000283231
MMETSP0013_2-20120614|14986 	Skcos3379	CAMNT_0000283233
MMETSP0013_2-20120614|15023 	Skcos3380	CAMNT_0000283307
MMETSP0013_2-20120614|15024 	Skcos3381	CAMNT_0000283309
MMETSP0013_2-20120614|15026 	Skcos3382	CAMNT_0000283313
MMETSP0013_2-20120614|15027 	Skcos3383	CAMNT_0000283315
MMETSP0013_2-20120614|15029 	Skcos3384	CAMNT_0000283319
MMETSP0013_2-20120614|15124 	Skcos3385	CAMNT_0000283509
MMETSP0013_2-20120614|15095 	Skcos3386	CAMNT_0000283451
MMETSP0013_2-20120614|15103 	Skcos3387	CAMNT_0000283467
MMETSP0013_2-20120614|15105 	Skcos3388	CAMNT_0000283471
MMETSP0013_2-20120614|15106 	Skcos3389	CAMNT_0000283473
MMETSP0013_2-20120614|15116 	Skcos3390	CAMNT_0000283493
MMETSP0013_2-20120614|15121 	Skcos3391	CAMNT_0000283503
MMETSP0013_2-20120614|15123 	Skcos3392	CAMNT_0000283507
MMETSP0013_2-20120614|15129 	Skcos3393	CAMNT_0000283519
MMETSP0013_2-20120614|14954 	Skcos3394	CAMNT_0000283169
MMETSP0013_2-20120614|14956 	Skcos3395	CAMNT_0000283173
MMETSP0013_2-20120614|15483 	Skcos3396	CAMNT_0000284227
MMETSP0013_2-20120614|15451 	Skcos3397	CAMNT_0000284163
MMETSP0013_2-20120614|15453 	Skcos3398	CAMNT_0000284167
MMETSP0013_2-20120614|15469 	Skcos3399	CAMNT_0000284199
MMETSP0013_2-20120614|15488 	Skcos3400	CAMNT_0000284237
MMETSP0013_2-20120614|15489 	Skcos3401	CAMNT_0000284239
MMETSP0013_2-20120614|15500 	Skcos3402	CAMNT_0000284261
MMETSP0013_2-20120614|15316 	Skcos3403	CAMNT_0000283893
MMETSP0013_2-20120614|15318 	Skcos3404	CAMNT_0000283897
MMETSP0013_2-20120614|15404 	Skcos3405	CAMNT_0000284069
MMETSP0013_2-20120614|15406 	Skcos3406	CAMNT_0000284073
MMETSP0013_2-20120614|15408 	Skcos3407	CAMNT_0000284077
MMETSP0013_2-20120614|15409 	Skcos3408	CAMNT_0000284079
MMETSP0013_2-20120614|15484 	Skcos3409	CAMNT_0000284229
MMETSP0013_2-20120614|15485 	Skcos3410	CAMNT_0000284231
MMETSP0013_2-20120614|15486 	Skcos3411	CAMNT_0000284233
MMETSP0013_2-20120614|15487 	Skcos3412	CAMNT_0000284235
MMETSP0013_2-20120614|15255 	Skcos3413	CAMNT_0000283771
MMETSP0013_2-20120614|15257 	Skcos3414	CAMNT_0000283775
MMETSP0013_2-20120614|15347 	Skcos3415	CAMNT_0000283955
MMETSP0013_2-20120614|15349 	Skcos3416	CAMNT_0000283959
MMETSP0013_2-20120614|15437 	Skcos3417	CAMNT_0000284135
MMETSP0013_2-20120614|15440 	Skcos3418	CAMNT_0000284141
MMETSP0013_2-20120614|16684 	Skcos3419	CAMNT_0000286629
MMETSP0013_2-20120614|16685 	Skcos3420	CAMNT_0000286631
MMETSP0013_2-20120614|16686 	Skcos3421	CAMNT_0000286633
MMETSP0013_2-20120614|16687 	Skcos3422	CAMNT_0000286635
MMETSP0013_2-20120614|16772 	Skcos3423	CAMNT_0000286805
MMETSP0013_2-20120614|16773 	Skcos3424	CAMNT_0000286807
MMETSP0013_2-20120614|16775 	Skcos3425	CAMNT_0000286811
MMETSP0013_2-20120614|16858 	Skcos3426	CAMNT_0000286977
MMETSP0013_2-20120614|16859 	Skcos3427	CAMNT_0000286979
MMETSP0013_2-20120614|15637 	Skcos3428	CAMNT_0000284535
MMETSP0013_2-20120614|15638 	Skcos3429	CAMNT_0000284537
MMETSP0013_2-20120614|15636 	Skcos3430	CAMNT_0000284533
MMETSP0013_2-20120614|15727 	Skcos3431	CAMNT_0000284715
MMETSP0013_2-20120614|15729 	Skcos3432	CAMNT_0000284719
MMETSP0013_2-20120614|15730 	Skcos3433	CAMNT_0000284721
MMETSP0013_2-20120614|15813 	Skcos3434	CAMNT_0000284887
MMETSP0013_2-20120614|15814 	Skcos3435	CAMNT_0000284889
MMETSP0013_2-20120614|15732 	Skcos3436	CAMNT_0000284725
MMETSP0013_2-20120614|15733 	Skcos3437	CAMNT_0000284727
MMETSP0013_2-20120614|15816 	Skcos3438	CAMNT_0000284893
MMETSP0013_2-20120614|15817 	Skcos3439	CAMNT_0000284895
MMETSP0013_2-20120614|15820 	Skcos3440	CAMNT_0000284901
MMETSP0013_2-20120614|15822 	Skcos3441	CAMNT_0000284905
MMETSP0013_2-20120614|15823 	Skcos3442	CAMNT_0000284907
MMETSP0013_2-20120614|15911 	Skcos3443	CAMNT_0000285083
MMETSP0013_2-20120614|15829 	Skcos3444	CAMNT_0000284919
MMETSP0013_2-20120614|15928 	Skcos3445	CAMNT_0000285117
MMETSP0013_2-20120614|15930 	Skcos3446	CAMNT_0000285121
MMETSP0013_2-20120614|15654 	Skcos3447	CAMNT_0000284569
MMETSP0013_2-20120614|15655 	Skcos3448	CAMNT_0000284571
MMETSP0013_2-20120614|15660 	Skcos3449	CAMNT_0000284581
MMETSP0013_2-20120614|15662 	Skcos3450	CAMNT_0000284585
MMETSP0013_2-20120614|15664 	Skcos3451	CAMNT_0000284589
MMETSP0013_2-20120614|15665 	Skcos3452	CAMNT_0000284591
