New Seq Name	Old Seq Name	Description
Skcos8658	CAMNT_0000262711	CAMNT_0000262711 /NCGR_SEQ_ID=MMETSP0013_2-20120614|4725 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=1731
Skcos8659	CAMNT_0000262835	CAMNT_0000262835 /NCGR_SEQ_ID=MMETSP0013_2-20120614|4787 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=2257
Skcos8660	CAMNT_0000262837	CAMNT_0000262837 /NCGR_SEQ_ID=MMETSP0013_2-20120614|4788 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=2617
Skcos8661	CAMNT_0000262841	CAMNT_0000262841 /NCGR_SEQ_ID=MMETSP0013_2-20120614|4790 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=1067
Skcos8662	CAMNT_0000262957	CAMNT_0000262957 /NCGR_SEQ_ID=MMETSP0013_2-20120614|4848 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=3129
Skcos8663	CAMNT_0000262959	CAMNT_0000262959 /NCGR_SEQ_ID=MMETSP0013_2-20120614|4849 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=1005
Skcos8664	CAMNT_0000262961	CAMNT_0000262961 /NCGR_SEQ_ID=MMETSP0013_2-20120614|4850 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=1923
Skcos8665	CAMNT_0000262975	CAMNT_0000262975 /NCGR_SEQ_ID=MMETSP0013_2-20120614|4857 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=151
Skcos8666	CAMNT_0000262977	CAMNT_0000262977 /NCGR_SEQ_ID=MMETSP0013_2-20120614|4858 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=151
Skcos8667	CAMNT_0000263503	CAMNT_0000263503 /NCGR_SEQ_ID=MMETSP0013_2-20120614|5121 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=7680
Skcos8668	CAMNT_0000263359	CAMNT_0000263359 /NCGR_SEQ_ID=MMETSP0013_2-20120614|5049 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=1062
Skcos8669	CAMNT_0000263363	CAMNT_0000263363 /NCGR_SEQ_ID=MMETSP0013_2-20120614|5051 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=2541
Skcos8670	CAMNT_0000263365	CAMNT_0000263365 /NCGR_SEQ_ID=MMETSP0013_2-20120614|5052 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=1430
Skcos8671	CAMNT_0000263555	CAMNT_0000263555 /NCGR_SEQ_ID=MMETSP0013_2-20120614|5147 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=3181
Skcos8672	CAMNT_0000263661	CAMNT_0000263661 /NCGR_SEQ_ID=MMETSP0013_2-20120614|5200 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=3238
Skcos8673	CAMNT_0000263663	CAMNT_0000263663 /NCGR_SEQ_ID=MMETSP0013_2-20120614|5201 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=1272
Skcos8674	CAMNT_0000263665	CAMNT_0000263665 /NCGR_SEQ_ID=MMETSP0013_2-20120614|5202 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=2194
Skcos8675	CAMNT_0000263265	CAMNT_0000263265 /NCGR_SEQ_ID=MMETSP0013_2-20120614|5002 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=2335
Skcos8676	CAMNT_0000263269	CAMNT_0000263269 /NCGR_SEQ_ID=MMETSP0013_2-20120614|5004 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=1646
Skcos8677	CAMNT_0000264255	CAMNT_0000264255 /NCGR_SEQ_ID=MMETSP0013_2-20120614|5497 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=338
Skcos8678	CAMNT_0000263909	CAMNT_0000263909 /NCGR_SEQ_ID=MMETSP0013_2-20120614|5324 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=2565
Skcos8679	CAMNT_0000264055	CAMNT_0000264055 /NCGR_SEQ_ID=MMETSP0013_2-20120614|5397 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=644
Skcos8680	CAMNT_0000264057	CAMNT_0000264057 /NCGR_SEQ_ID=MMETSP0013_2-20120614|5398 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=1551
Skcos8681	CAMNT_0000264059	CAMNT_0000264059 /NCGR_SEQ_ID=MMETSP0013_2-20120614|5399 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=2069
Skcos8682	CAMNT_0000264061	CAMNT_0000264061 /NCGR_SEQ_ID=MMETSP0013_2-20120614|5400 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=557
Skcos8683	CAMNT_0000264063	CAMNT_0000264063 /NCGR_SEQ_ID=MMETSP0013_2-20120614|5401 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=820
Skcos8684	CAMNT_0000264219	CAMNT_0000264219 /NCGR_SEQ_ID=MMETSP0013_2-20120614|5479 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=2231
Skcos8685	CAMNT_0000264221	CAMNT_0000264221 /NCGR_SEQ_ID=MMETSP0013_2-20120614|5480 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=2470
Skcos8686	CAMNT_0000263751	CAMNT_0000263751 /NCGR_SEQ_ID=MMETSP0013_2-20120614|5245 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=1808
Skcos8687	CAMNT_0000264423	CAMNT_0000264423 /NCGR_SEQ_ID=MMETSP0013_2-20120614|5581 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=4513
Skcos8688	CAMNT_0000264425	CAMNT_0000264425 /NCGR_SEQ_ID=MMETSP0013_2-20120614|5582 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=945
Skcos8689	CAMNT_0000264427	CAMNT_0000264427 /NCGR_SEQ_ID=MMETSP0013_2-20120614|5583 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=5846
Skcos8690	CAMNT_0000264435	CAMNT_0000264435 /NCGR_SEQ_ID=MMETSP0013_2-20120614|5587 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=175
Skcos8691	CAMNT_0000263807	CAMNT_0000263807 /NCGR_SEQ_ID=MMETSP0013_2-20120614|5273 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=3445
Skcos8692	CAMNT_0000264679	CAMNT_0000264679 /NCGR_SEQ_ID=MMETSP0013_2-20120614|5709 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=2514
Skcos8693	CAMNT_0000264681	CAMNT_0000264681 /NCGR_SEQ_ID=MMETSP0013_2-20120614|5710 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=1028
Skcos8694	CAMNT_0000264683	CAMNT_0000264683 /NCGR_SEQ_ID=MMETSP0013_2-20120614|5711 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=1565
Skcos8695	CAMNT_0000264309	CAMNT_0000264309 /NCGR_SEQ_ID=MMETSP0013_2-20120614|5524 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=1260
Skcos8696	CAMNT_0000264463	CAMNT_0000264463 /NCGR_SEQ_ID=MMETSP0013_2-20120614|5601 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=3354
Skcos8697	CAMNT_0000265015	CAMNT_0000265015 /NCGR_SEQ_ID=MMETSP0013_2-20120614|5877 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=167
Skcos8698	CAMNT_0000265017	CAMNT_0000265017 /NCGR_SEQ_ID=MMETSP0013_2-20120614|5878 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=167
Skcos8699	CAMNT_0000265019	CAMNT_0000265019 /NCGR_SEQ_ID=MMETSP0013_2-20120614|5879 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=167
Skcos8700	CAMNT_0000265021	CAMNT_0000265021 /NCGR_SEQ_ID=MMETSP0013_2-20120614|5880 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=167
Skcos8701	CAMNT_0000265025	CAMNT_0000265025 /NCGR_SEQ_ID=MMETSP0013_2-20120614|5882 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=167
Skcos8702	CAMNT_0000265029	CAMNT_0000265029 /NCGR_SEQ_ID=MMETSP0013_2-20120614|5884 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=167
Skcos8703	CAMNT_0000264411	CAMNT_0000264411 /NCGR_SEQ_ID=MMETSP0013_2-20120614|5575 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=2303
Skcos8704	CAMNT_0000264415	CAMNT_0000264415 /NCGR_SEQ_ID=MMETSP0013_2-20120614|5577 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=943
Skcos8705	CAMNT_0000264417	CAMNT_0000264417 /NCGR_SEQ_ID=MMETSP0013_2-20120614|5578 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=1305
Skcos8706	CAMNT_0000264529	CAMNT_0000264529 /NCGR_SEQ_ID=MMETSP0013_2-20120614|5634 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=1073
Skcos8707	CAMNT_0000265169	CAMNT_0000265169 /NCGR_SEQ_ID=MMETSP0013_2-20120614|5954 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=5141
Skcos8708	CAMNT_0000264429	CAMNT_0000264429 /NCGR_SEQ_ID=MMETSP0013_2-20120614|5584 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=2045
Skcos8709	CAMNT_0000264419	CAMNT_0000264419 /NCGR_SEQ_ID=MMETSP0013_2-20120614|5579 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=1090
Skcos8710	CAMNT_0000264421	CAMNT_0000264421 /NCGR_SEQ_ID=MMETSP0013_2-20120614|5580 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=1085
Skcos8711	CAMNT_0000264533	CAMNT_0000264533 /NCGR_SEQ_ID=MMETSP0013_2-20120614|5636 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=1213
Skcos8712	CAMNT_0000264643	CAMNT_0000264643 /NCGR_SEQ_ID=MMETSP0013_2-20120614|5691 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=2040
Skcos8713	CAMNT_0000264545	CAMNT_0000264545 /NCGR_SEQ_ID=MMETSP0013_2-20120614|5642 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=1644
Skcos8714	CAMNT_0000264661	CAMNT_0000264661 /NCGR_SEQ_ID=MMETSP0013_2-20120614|5700 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=3087
Skcos8715	CAMNT_0000264659	CAMNT_0000264659 /NCGR_SEQ_ID=MMETSP0013_2-20120614|5699 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=1628
Skcos8716	CAMNT_0000264663	CAMNT_0000264663 /NCGR_SEQ_ID=MMETSP0013_2-20120614|5701 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=1779
Skcos8717	CAMNT_0000264285	CAMNT_0000264285 /NCGR_SEQ_ID=MMETSP0013_2-20120614|5512 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=1213
Skcos8718	CAMNT_0000264287	CAMNT_0000264287 /NCGR_SEQ_ID=MMETSP0013_2-20120614|5513 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=763
Skcos8719	CAMNT_0000264283	CAMNT_0000264283 /NCGR_SEQ_ID=MMETSP0013_2-20120614|5511 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=1539
Skcos8720	CAMNT_0000264289	CAMNT_0000264289 /NCGR_SEQ_ID=MMETSP0013_2-20120614|5514 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=731
Skcos8721	CAMNT_0000264293	CAMNT_0000264293 /NCGR_SEQ_ID=MMETSP0013_2-20120614|5516 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=1371
Skcos8722	CAMNT_0000264947	CAMNT_0000264947 /NCGR_SEQ_ID=MMETSP0013_2-20120614|5843 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=2025
Skcos8723	CAMNT_0000265075	CAMNT_0000265075 /NCGR_SEQ_ID=MMETSP0013_2-20120614|5907 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=1651
Skcos8724	CAMNT_0000265073	CAMNT_0000265073 /NCGR_SEQ_ID=MMETSP0013_2-20120614|5906 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=2362
Skcos8725	CAMNT_0000265077	CAMNT_0000265077 /NCGR_SEQ_ID=MMETSP0013_2-20120614|5908 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=1657
Skcos8726	CAMNT_0000265083	CAMNT_0000265083 /NCGR_SEQ_ID=MMETSP0013_2-20120614|5911 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=167
Skcos8727	CAMNT_0000265087	CAMNT_0000265087 /NCGR_SEQ_ID=MMETSP0013_2-20120614|5913 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=167
Skcos8728	CAMNT_0000265089	CAMNT_0000265089 /NCGR_SEQ_ID=MMETSP0013_2-20120614|5914 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=167
Skcos8729	CAMNT_0000265197	CAMNT_0000265197 /NCGR_SEQ_ID=MMETSP0013_2-20120614|5968 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=3647
Skcos8730	CAMNT_0000265199	CAMNT_0000265199 /NCGR_SEQ_ID=MMETSP0013_2-20120614|5969 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=1149
Skcos8731	CAMNT_0000265225	CAMNT_0000265225 /NCGR_SEQ_ID=MMETSP0013_2-20120614|5982 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=1503
Skcos8732	CAMNT_0000264877	CAMNT_0000264877 /NCGR_SEQ_ID=MMETSP0013_2-20120614|5808 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=1439
Skcos8733	CAMNT_0000264879	CAMNT_0000264879 /NCGR_SEQ_ID=MMETSP0013_2-20120614|5809 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=1577
Skcos8734	CAMNT_0000264881	CAMNT_0000264881 /NCGR_SEQ_ID=MMETSP0013_2-20120614|5810 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=2867
Skcos8735	CAMNT_0000264981	CAMNT_0000264981 /NCGR_SEQ_ID=MMETSP0013_2-20120614|5860 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=2192
Skcos8736	CAMNT_0000264983	CAMNT_0000264983 /NCGR_SEQ_ID=MMETSP0013_2-20120614|5861 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=2012
Skcos8737	CAMNT_0000264985	CAMNT_0000264985 /NCGR_SEQ_ID=MMETSP0013_2-20120614|5862 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=420
Skcos8738	CAMNT_0000264987	CAMNT_0000264987 /NCGR_SEQ_ID=MMETSP0013_2-20120614|5863 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=1956
Skcos8739	CAMNT_0000264791	CAMNT_0000264791 /NCGR_SEQ_ID=MMETSP0013_2-20120614|5765 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=1653
Skcos8740	CAMNT_0000264795	CAMNT_0000264795 /NCGR_SEQ_ID=MMETSP0013_2-20120614|5767 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=674
Skcos8741	CAMNT_0000264799	CAMNT_0000264799 /NCGR_SEQ_ID=MMETSP0013_2-20120614|5769 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=1556
Skcos8742	CAMNT_0000264913	CAMNT_0000264913 /NCGR_SEQ_ID=MMETSP0013_2-20120614|5826 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=1606
Skcos8743	CAMNT_0000265039	CAMNT_0000265039 /NCGR_SEQ_ID=MMETSP0013_2-20120614|5889 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=3580
Skcos8744	CAMNT_0000266055	CAMNT_0000266055 /NCGR_SEQ_ID=MMETSP0013_2-20120614|6397 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=4552
Skcos8745	CAMNT_0000266065	CAMNT_0000266065 /NCGR_SEQ_ID=MMETSP0013_2-20120614|6402 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=735
Skcos8746	CAMNT_0000266085	CAMNT_0000266085 /NCGR_SEQ_ID=MMETSP0013_2-20120614|6412 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=888
Skcos8747	CAMNT_0000266103	CAMNT_0000266103 /NCGR_SEQ_ID=MMETSP0013_2-20120614|6421 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=347
Skcos8748	CAMNT_0000266127	CAMNT_0000266127 /NCGR_SEQ_ID=MMETSP0013_2-20120614|6433 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=765
Skcos8749	CAMNT_0000266157	CAMNT_0000266157 /NCGR_SEQ_ID=MMETSP0013_2-20120614|6448 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=183
Skcos8750	CAMNT_0000265377	CAMNT_0000265377 /NCGR_SEQ_ID=MMETSP0013_2-20120614|6058 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=1334
Skcos8751	CAMNT_0000265381	CAMNT_0000265381 /NCGR_SEQ_ID=MMETSP0013_2-20120614|6060 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=844
Skcos8752	CAMNT_0000265523	CAMNT_0000265523 /NCGR_SEQ_ID=MMETSP0013_2-20120614|6131 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=1474
Skcos8753	CAMNT_0000265305	CAMNT_0000265305 /NCGR_SEQ_ID=MMETSP0013_2-20120614|6022 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=2635
Skcos8754	CAMNT_0000265303	CAMNT_0000265303 /NCGR_SEQ_ID=MMETSP0013_2-20120614|6021 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=1338
Skcos8755	CAMNT_0000265347	CAMNT_0000265347 /NCGR_SEQ_ID=MMETSP0013_2-20120614|6043 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=1890
Skcos8756	CAMNT_0000265449	CAMNT_0000265449 /NCGR_SEQ_ID=MMETSP0013_2-20120614|6094 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=1793
Skcos8757	CAMNT_0000265453	CAMNT_0000265453 /NCGR_SEQ_ID=MMETSP0013_2-20120614|6096 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=2620
Skcos8758	CAMNT_0000265447	CAMNT_0000265447 /NCGR_SEQ_ID=MMETSP0013_2-20120614|6093 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=1230
Skcos8759	CAMNT_0000265559	CAMNT_0000265559 /NCGR_SEQ_ID=MMETSP0013_2-20120614|6149 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=1356
Skcos8760	CAMNT_0000265561	CAMNT_0000265561 /NCGR_SEQ_ID=MMETSP0013_2-20120614|6150 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=1847
Skcos8761	CAMNT_0000265563	CAMNT_0000265563 /NCGR_SEQ_ID=MMETSP0013_2-20120614|6151 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=1059
Skcos8762	CAMNT_0000265565	CAMNT_0000265565 /NCGR_SEQ_ID=MMETSP0013_2-20120614|6152 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=1337
Skcos8763	CAMNT_0000267991	CAMNT_0000267991 /NCGR_SEQ_ID=MMETSP0013_2-20120614|7365 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=305
Skcos8764	CAMNT_0000268001	CAMNT_0000268001 /NCGR_SEQ_ID=MMETSP0013_2-20120614|7370 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=4398
Skcos8765	CAMNT_0000268011	CAMNT_0000268011 /NCGR_SEQ_ID=MMETSP0013_2-20120614|7375 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=288
Skcos8766	CAMNT_0000268013	CAMNT_0000268013 /NCGR_SEQ_ID=MMETSP0013_2-20120614|7376 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=565
Skcos8767	CAMNT_0000268025	CAMNT_0000268025 /NCGR_SEQ_ID=MMETSP0013_2-20120614|7382 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=290
Skcos8768	CAMNT_0000268031	CAMNT_0000268031 /NCGR_SEQ_ID=MMETSP0013_2-20120614|7385 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=6148
Skcos8769	CAMNT_0000268039	CAMNT_0000268039 /NCGR_SEQ_ID=MMETSP0013_2-20120614|7389 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=359
Skcos8770	CAMNT_0000268051	CAMNT_0000268051 /NCGR_SEQ_ID=MMETSP0013_2-20120614|7395 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=3976
Skcos8771	CAMNT_0000267155	CAMNT_0000267155 /NCGR_SEQ_ID=MMETSP0013_2-20120614|6947 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=1284
Skcos8772	CAMNT_0000267163	CAMNT_0000267163 /NCGR_SEQ_ID=MMETSP0013_2-20120614|6951 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=1364
Skcos8773	CAMNT_0000267165	CAMNT_0000267165 /NCGR_SEQ_ID=MMETSP0013_2-20120614|6952 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=1330
Skcos8774	CAMNT_0000268083	CAMNT_0000268083 /NCGR_SEQ_ID=MMETSP0013_2-20120614|7411 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=899
Skcos8775	CAMNT_0000268065	CAMNT_0000268065 /NCGR_SEQ_ID=MMETSP0013_2-20120614|7402 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=4433
Skcos8776	CAMNT_0000268151	CAMNT_0000268151 /NCGR_SEQ_ID=MMETSP0013_2-20120614|7445 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=196
Skcos8777	CAMNT_0000268157	CAMNT_0000268157 /NCGR_SEQ_ID=MMETSP0013_2-20120614|7448 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=5968
Skcos8778	CAMNT_0000268159	CAMNT_0000268159 /NCGR_SEQ_ID=MMETSP0013_2-20120614|7449 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=216
Skcos8779	CAMNT_0000268161	CAMNT_0000268161 /NCGR_SEQ_ID=MMETSP0013_2-20120614|7450 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=237
Skcos8780	CAMNT_0000268163	CAMNT_0000268163 /NCGR_SEQ_ID=MMETSP0013_2-20120614|7451 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=5552
Skcos8781	CAMNT_0000268169	CAMNT_0000268169 /NCGR_SEQ_ID=MMETSP0013_2-20120614|7454 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=196
Skcos8782	CAMNT_0000267041	CAMNT_0000267041 /NCGR_SEQ_ID=MMETSP0013_2-20120614|6890 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=2716
Skcos8783	CAMNT_0000267169	CAMNT_0000267169 /NCGR_SEQ_ID=MMETSP0013_2-20120614|6954 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=3694
Skcos8784	CAMNT_0000267263	CAMNT_0000267263 /NCGR_SEQ_ID=MMETSP0013_2-20120614|7001 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=1748
Skcos8785	CAMNT_0000267265	CAMNT_0000267265 /NCGR_SEQ_ID=MMETSP0013_2-20120614|7002 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=1763
Skcos8786	CAMNT_0000268209	CAMNT_0000268209 /NCGR_SEQ_ID=MMETSP0013_2-20120614|7474 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=4452
Skcos8787	CAMNT_0000317851	CAMNT_0000317851 /NCGR_SEQ_ID=MMETSP0013_2-20120614|32295 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=166
Skcos8788	CAMNT_0000317853	CAMNT_0000317853 /NCGR_SEQ_ID=MMETSP0013_2-20120614|32296 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=156
Skcos8789	CAMNT_0000317857	CAMNT_0000317857 /NCGR_SEQ_ID=MMETSP0013_2-20120614|32298 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=188
Skcos8790	CAMNT_0000317859	CAMNT_0000317859 /NCGR_SEQ_ID=MMETSP0013_2-20120614|32299 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=806
Skcos8791	CAMNT_0000317861	CAMNT_0000317861 /NCGR_SEQ_ID=MMETSP0013_2-20120614|32300 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=239
Skcos8792	CAMNT_0000317863	CAMNT_0000317863 /NCGR_SEQ_ID=MMETSP0013_2-20120614|32301 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=443
Skcos8793	CAMNT_0000317867	CAMNT_0000317867 /NCGR_SEQ_ID=MMETSP0013_2-20120614|32303 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=454
Skcos8794	CAMNT_0000317871	CAMNT_0000317871 /NCGR_SEQ_ID=MMETSP0013_2-20120614|32305 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=239
Skcos8795	CAMNT_0000317873	CAMNT_0000317873 /NCGR_SEQ_ID=MMETSP0013_2-20120614|32306 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=173
Skcos8796	CAMNT_0000317875	CAMNT_0000317875 /NCGR_SEQ_ID=MMETSP0013_2-20120614|32307 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=340
Skcos8797	CAMNT_0000317879	CAMNT_0000317879 /NCGR_SEQ_ID=MMETSP0013_2-20120614|32309 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=162
